X Field (G)	Y Field (G)	Z Field (G)	Field Mag (G)	Phi (Deg)	Theta (Deg)	S21 Abs (dB)	S12 Abs (dB)	S11 Abs (dB)
5.146204	-3.888049	-0.053185	6.450052	-37.071700	90.472446	-31.161684	-28.785803	-18.508099
5.924805	-4.574419	0.255682	7.489593	-37.670987	88.043641	-30.691135	-28.563206	-18.510834
6.566132	-4.990531	0.154871	8.248847	-37.236332	88.924215	-30.093571	-28.262844	-18.510471
7.509891	-5.185718	0.000438	9.126343	-34.625791	89.997251	-29.632868	-27.995420	-18.510975
8.286348	-5.721945	0.324319	10.075187	-34.626116	88.155338	-29.179857	-27.709709	-18.510948
9.257991	-6.517705	-0.169010	11.323402	-35.145876	90.855212	-28.611734	-27.412024	-18.510061
9.596886	-7.146163	-0.149706	11.966214	-36.672605	90.716829	-28.412981	-27.330706	-18.509958
10.858091	-7.568710	0.337188	13.239985	-34.878699	88.540667	-28.113760	-27.129286	-18.510141
11.430781	-8.203602	0.281421	14.072706	-35.666111	88.854144	-27.858200	-26.963774	-18.510042
12.297324	-8.799886	0.088379	15.121838	-35.587267	89.665135	-27.614914	-26.833168	-18.509541
12.726305	-9.398315	-0.334168	15.823996	-36.445690	91.210049	-27.423710	-26.711790	-18.508657
14.184842	-10.037497	0.122698	17.377461	-35.284041	89.595447	-27.311993	-26.657021	-18.508684
14.946284	-10.580159	-0.207618	18.313226	-35.293872	90.649579	-27.143110	-26.544487	-18.507618
15.325932	-11.397368	-0.389935	19.103305	-36.636912	91.169598	-27.027697	-26.481926	-18.507704
16.379081	-11.940030	-0.231212	20.270473	-36.091317	90.653550	-26.919594	-26.411299	-18.507380
17.417216	-12.868774	-0.205473	21.656570	-36.458978	90.543619	-26.821934	-26.353519	-18.507048
18.223701	-13.237698	-0.023156	22.524220	-35.994658	90.058903	-26.718369	-26.287180	-18.506649
19.085954	-13.909054	-0.068199	23.616521	-36.083019	90.165457	-26.655106	-26.243835	-18.506239
19.843106	-14.211486	0.440144	24.411246	-35.609959	88.966880	-26.594355	-26.208153	-18.505802
20.347159	-14.831364	0.116263	25.179154	-36.088896	89.735440	-26.547779	-26.177858	-18.505798
21.726334	-15.925267	0.049771	26.937895	-36.241182	89.894140	-26.448957	-26.110859	-18.505640
22.262561	-15.985324	0.017597	27.407162	-35.679715	89.963213	-26.424139	-26.094458	-18.506170
22.685108	-16.577319	0.144147	28.097017	-36.157757	89.706053	-26.390068	-26.072260	-18.505993
23.862662	-17.300152	0.062640	29.474155	-35.941675	89.878232	-26.349524	-26.049366	-18.505611
24.351700	-17.630468	-0.100373	30.064078	-35.904286	90.191290	-26.322336	-26.033348	-18.505449
25.186069	-18.383330	0.096959	31.181634	-36.125733	89.821840	-26.291742	-26.016020	-18.505640
25.765194	-18.838050	-0.123967	31.917593	-36.172156	90.222535	-26.259306	-25.995415	-18.504993
26.470868	-19.670274	-0.010287	32.979185	-36.615722	90.017871	-26.237436	-25.981508	-18.505228
27.601234	-20.069227	-0.153995	34.126613	-36.021402	90.258547	-26.216040	-25.966961	-18.505083
28.285460	-20.408122	0.448723	34.882088	-35.810666	89.262926	-26.182695	-25.946997	-18.505329
28.871019	-21.289679	0.307160	35.873117	-36.405307	89.509405	-26.168476	-25.939081	-18.504963
30.393903	-21.909557	0.532375	37.471342	-35.786087	89.185942	-26.139040	-25.917971	-18.504435
31.708731	-22.898359	-0.018866	39.112387	-35.834813	90.027637	-26.109365	-25.898815	-18.504986
32.114119	-23.250124	-0.083214	39.647091	-35.903956	90.120256	-26.093061	-25.886892	-18.504333

-33.417077	19.388480	-0.162575	38.634708	149.877831	90.241102	-25.738430	-25.776747	-18.504686
-33.277658	18.620604	0.210639	38.133631	150.770687	89.683514	-25.734491	-25.772230	-18.504875
-32.713548	19.126802	-0.093938	37.894849	149.686230	90.142031	-25.752195	-25.799532	-18.504822
-32.730707	18.826515	0.081944	37.759019	150.092734	89.875657	-25.749435	-25.797813	-18.504692
-31.887759	18.037189	0.015452	36.635633	150.505495	89.975834	-25.746363	-25.796331	-18.505003
-30.534322	17.996436	-0.239792	35.443956	149.485590	90.387630	-25.762558	-25.828407	-18.504654
-30.150384	17.406586	-0.147561	34.814604	150.001063	90.242847	-25.764713	-25.833385	-18.504515
-29.631316	16.707347	-0.237647	34.017743	150.583920	90.400270	-25.753311	-25.825802	-18.504896
-28.490226	16.782419	-0.323443	33.067313	149.499413	90.560439	-25.768785	-25.859507	-18.504402
-27.175398	15.553387	-0.357762	31.313545	150.216054	90.654626	-25.758076	-25.857597	-18.504944
-26.476158	15.439707	0.039046	30.649193	149.751183	89.927007	-25.772392	-25.891869	-18.504801
-25.719006	14.783365	0.159161	29.665477	150.109576	89.692596	-25.764343	-25.891853	-18.504978
-24.880348	14.210675	0.026177	28.652673	150.266693	89.947655	-25.759010	-25.901743	-18.505341
-24.399889	13.773114	0.109828	28.019017	150.556381	89.775413	-25.750488	-25.893909	-18.505423
-23.689924	13.648710	0.159161	27.340906	150.052041	89.666459	-25.754658	-25.918257	-18.505499
-22.046926	12.788602	-0.023156	25.487562	149.883574	90.052055	-25.774288	-25.985823	-18.505836
-21.598640	12.492605	-0.160430	24.951797	149.955008	90.368392	-25.769558	-25.991547	-18.505453
-20.369608	11.716148	0.139857	23.499120	150.093439	89.658998	-25.762451	-26.008701	-18.505440
-19.524515	11.338645	-0.106807	22.578374	149.854599	90.271040	-25.786726	-26.079117	-18.505955
-18.664407	10.605087	0.397246	21.470579	150.394831	88.939861	-25.769468	-26.085051	-18.505819
-17.997341	10.367002	0.167741	20.770343	150.056783	89.537276	-25.756163	-26.089211	-18.506060
-17.347435	9.884398	0.056205	19.965920	150.325934	89.838708	-25.756207	-26.124580	-18.505741
-16.725412	9.562662	0.212784	19.267308	150.241475	89.367226	-25.751177	-26.155071	-18.505999
-15.528554	8.994262	0.096959	17.945532	149.920237	89.690433	-25.799269	-26.315670	-18.506062
-14.065727	8.312181	-0.231212	16.339844	149.418916	90.810774	-25.826084	-26.511906	-18.505835
-13.299995	8.063372	0.109828	15.553775	148.772875	89.595420	-25.857176	-26.607426	-18.505829
-12.439888	7.419900	-0.166865	14.485633	149.185599	90.660024	-25.788097	-26.503531	-18.506058
-11.569055	6.306693	-0.301994	13.179857	151.403667	91.312950	-25.759695	-26.458345	-18.505968
-10.835497	6.158695	0.131277	12.464139	150.386907	89.396527	-25.755911	-26.404762	-18.506620
-10.442979	5.749017	0.133422	11.921611	151.166554	89.358754	-25.764771	-26.414703	-18.506348
-9.623625	5.139864	0.129132	10.910959	151.893854	89.321883	-25.787121	-26.532141	-18.506605
-8.729199	5.073372	0.062640	10.096630	149.835035	89.644531	-25.789919	-26.218904	-18.506361
-7.843352	4.552159	0.026177	9.068683	149.869788	89.834616	-25.792641	-26.328028	-18.506886
-6.597161	4.050251	0.071220	7.741585	148.452635	89.472892	-25.805550	-26.152416	-18.506054
-5.415318	3.578372	0.229943	6.494866	146.543789	87.971088	-25.815554	-26.055445	-18.506054
-4.776135	3.102202	0.202059	5.698768	146.995412	87.968059	-25.860012	-25.859003	-18.505627
-4.394342	2.535947	-0.036026	5.073713	150.011028	90.406828	-25.874676	-25.817501	-18.505493
-3.643624	1.783085	-0.130401	4.058620	153.924209	91.841202	-25.941288	-25.747477	-18.505215
-2.354535	1.635086	-0.383500	2.892130	145.222301	97.619943	-25.911150	-25.744671	-18.505283
-1.013969	0.886513	-0.211908	1.363431	138.836774	98.941305	-25.955183	-25.716330	-18.504753
-0.917448	0.193709	0.236378	0.967010	168.077758	75.851150	-26.048004	-25.715548	-18.504635
0.114252	-0.048666	0.279276	0.305642	-23.071620	23.973238	-25.963709	-25.711613	-18.504572
1.216735	-0.743616	0.024032	1.426178	-31.431476	89.034491	-25.967749	-25.711357	-18.504263
2.454346	-1.123264	-0.066054	2.699981	-24.591836	91.401864	-25.988993	-25.717941	-18.503855
2.799676	-1.951198	-0.138981	3.415359	-34.874076	92.332179	-26.075302	-25.744993	-18.504099
3.728421	-2.122791	0.015452	4.290408	-29.655193	89.793645	-26.027914	-25.733150	-18.504139
4.775135	-2.476701	-0.559383	5.408222	-27.414237	95.936830	-31.501638	-28.619541	-18.506977
6.270135	-3.118028	0.079799	7.003075	-26.440349	89.347106	-30.631447	-28.148352	-18.507956
6.132861	-3.632805	0.084089	7.128558	-30.640414	89.324117	-30.601311	-28.309345	-18.508303
6.973665	-3.838716	-0.278400	7.965253	-28.830980	92.002999	-30.258614	-28.148207	-18.508848
7.376907	-4.537956	0.227798	8.663931	-31.598042	88.493367	-29.853279	-27.972347	-18.510918
8.711039	-5.014125	0.120553	10.051776	-29.924984	89.312825	-29.252098	-27.643288	-18.510586
9.333062	-5.245775	-0.038170	10.706338	-29.338759	90.204273	-28.693115	-27.265303	-18.510616
10.336879	-6.322519	-0.216198	12.119078	-31.451907	91.022180	-28.406565	-27.181484	-18.510384
11.512288	-7.167612	0.255682	13.563657	-31.906614	88.919882	-27.923731	-26.888830	-18.510252
12.217962	-6.712892	0.631040	13.954918	-28.785630	87.408205	-27.719736	-26.744186	-18.509718
13.005143	-7.455029	0.004728	14.990371	-29.822932	89.981930	-27.521042	-26.645971	-18.509514
13.914583	-7.997691	-0.138981	16.049860	-29.889015	90.496149	-27.336313	-26.524456	-18.509018
15.017066	-8.398788	0.204204	17.207371	-29.217540	89.320041	-27.184078	-26.447550	-18.508690
15.997288	-9.394025	-0.076779	18.551734	-30.422568	90.237127	-27.007307	-26.356104	-18.508350
16.863830	-9.548459	-0.297704	19.381704	-29.518945	90.880101	-26.863571	-26.262476	-18.507561
17.852633	-9.930252	-0.162575	20.429215	-29.084326	90.455963	-26.773073	-26.215118	-18.507454
19.008737	-10.723868	0.352203	21.827906	-29.429720	89.075468	-26.630133	-26.132095	-18.507185
19.203924	-11.223631	0.107683	22.243475	-30.303923	89.722623	-26.584488	-26.101597	-18.507206
19.991105	-11.877827	0.116263	23.253829	-30.716903	89.713535	-26.538736	-26.087179	-18.507208
21.275904	-12.454807	-0.271965	24.654823	-30.344492	90.632038	-26.444126	-26.030247	-18.506971
21.872188	-12.622110	0.011162	25.252929	-29.988597	89.974674	-26.407379	-26.012966	-18.507301
22.820237	-13.460769	0.036901	26.494469	-30.534699	89.920199	-26.340382	-25.972267	-18.506664
24.113616	-13.769635	0.169886	27.768655	-29.727730	89.649469	-26.274733	-25.930094	-18.506117
24.435352	-14.398093	-0.186169	28.362408	-30.507956	90.376089	-26.246565	-25.915266	-18.506027
25.672963	-14.876407	0.028322	29.671692	-30.090496	89.945311	-26.207579	-25.892294	-18.505770
26.112669	-15.054435	0.034756	30.141478	-29.964241	89.933932	-26.179691	-25.879387	-18.506418
27.148659	-15.644284	0.163451	31.334008	-29.952490	89.701121	-26.139551	-25.853207	-18.506094
28.085983	-16.274887	0.092669	32.460791	-30.090855	89.836432	-26.117876	-25.844061	-18.505859
28.993279	-16.729607	-0.029591	33.473734	-29.985665	90.050650	-26.078646	-25.820730	-18.505524
29.879126	-17.049198	-0.246226	34.402005	-29.709325	90.410088	-26.051069	-25.802166	-18.505743
31.005202	-18.078753	0.174175	35.891422	-30.245938	89.721952	-26.027887	-25.791065	-18.505615
31.747339	-18.012261	0.101248	36.501306	-29.568967	89.841071	-26.014776	-25.781351	-18.505342
32.131278	-18.447677	0.133422	37.050690	-29.861623	89.793673	-26.000484	-25.775661	-18.505085
32.984951	-19.153352	0.448723	38.145238	-30.142424	89.325983	-25.986151	-25.768806	-18.505079
33.531902	-19.590913	0.199914	38.835966	-30.295480	89.705060	-25.965923	-25.754349	-18.505339

-35.195205	15.602720	0.174175	38.499060	156.091358	89.740785	-25.648382	-25.592669	-18.505053
-35.124423	15.546952	0.094814	38.411480	156.124615	89.858573	-25.649029	-25.593765	-18.504240
-34.605356	15.203767	0.180610	37.798383	156.281848	89.726226	-25.649437	-25.592779	-18.504822
-34.420894	15.521213	-0.507905	37.761938	155.728235	90.770662	-25.650131	-25.594673	-18.505184
-33.142529	15.085797	-0.186169	36.414876	155.525949	90.292923	-25.650379	-25.599155	-18.505722
-32.331754	14.914205	-0.314863	35.607232	155.236758	90.506655	-25.650875	-25.596550	-18.505184
-31.602486	14.120589	-0.126112	34.613929	155.924004	90.208751	-25.652943	-25.595066	-18.505550
-30.669451	13.644420	0.051916	33.567665	156.016372	89.911387	-25.653748	-25.596045	-18.505177
-29.948763	13.346278	-0.173300	32.788436	155.980477	90.302832	-25.654301	-25.596407	-18.505747
-29.270972	12.949470	-0.336313	32.009244	156.135415	90.602002	-25.654512	-25.599466	-18.505371
-28.226402	12.891557	0.176320	31.031486	155.452880	89.674445	-25.653402	-25.604139	-18.505264
-26.963052	11.900610	-0.192604	29.473171	156.184903	90.374424	-25.659143	-25.598700	-18.505835
-26.293841	11.349369	-0.246226	28.639743	156.653232	90.492599	-25.663979	-25.594917	-18.506002
-24.462091	10.890359	0.081944	26.776866	156.001691	89.824659	-25.664322	-25.609007	-18.506369
-24.142500	10.926823	-0.153995	26.500556	155.648636	90.332949	-25.658270	-25.621452	-18.506407
-23.342449	10.521435	-0.014576	25.604116	155.736884	90.032619	-25.665260	-25.616348	-18.507019
-22.291445	9.892978	0.399391	24.391372	156.068278	89.061782	-25.675825	-25.613855	-18.506762
-21.281194	9.624864	-0.074634	23.356644	155.664146	90.183083	-25.673603	-25.630983	-18.506666
-20.781431	9.386780	0.088379	22.803230	155.691747	89.777937	-25.679420	-25.633770	-18.507036
-19.408690	8.526672	-0.259096	21.200673	156.283041	90.700236	-25.702797	-25.631287	-18.506821
-18.683712	8.172762	0.240667	20.394437	156.374127	89.323857	-25.727198	-25.623102	-18.506655
-18.089572	7.874620	0.013307	19.729228	156.475897	89.961354	-25.746897	-25.630510	-18.507023
-17.042858	7.752360	-0.100373	18.723466	155.540425	90.307153	-25.754332	-25.657558	-18.506073
-16.118403	7.233293	-0.068199	17.667147	155.831369	90.221175	-25.743826	-25.696836	-18.507109
-14.571925	6.722805	0.062640	16.048085	155.233608	89.776358	-25.832811	-25.672518	-18.507277
-14.241609	6.062174	-0.029591	15.478187	156.942178	90.109537	-25.863722	-25.684990	-18.507423
-13.209909	5.922755	0.317884	14.480393	155.850589	88.742100	-25.850729	-25.761812	-18.507895
-13.031882	5.324326	-0.130401	14.078189	157.776963	90.530719	-25.947403	-25.714983	-18.507748
-11.719199	5.088386	0.028322	12.776232	156.529885	89.872990	-25.970819	-25.747942	-18.507473
-10.404371	4.743056	0.056205	11.434626	155.493110	89.718369	-26.017008	-25.768322	-18.507349
-9.816667	4.157497	-0.089648	10.661133	157.046658	90.481799	-26.001007	-25.802910	-18.507627
-8.619808	3.900108	0.028322	9.461117	155.655210	89.828486	-25.953676	-25.844566	-18.507689
-7.811179	3.629849	-0.066054	8.613633	155.075739	90.439381	-26.015564	-25.786598	-18.507692
-6.775189	3.123651	0.137712	7.461859	155.248279	88.942521	-26.083002	-25.735441	-18.506376
-6.155310	2.898436	0.030467	6.803654	154.785012	89.743430	-25.999655	-25.756861	-18.506344
-5.074277	2.651772	0.081944	5.725985	152.408835	89.180014	-25.975048	-25.745333	-18.506586
-4.540196	2.087661	0.006873	4.997174	155.306201	89.921201	-25.974123	-25.730734	-18.506273
-3.139571	1.484943	0.062640	3.473598	154.686965	88.966717	-25.954800	-25.717369	-18.505695
-2.575461	1.053816	0.472317	2.822519	157.746810	80.366862	-25.946615	-25.712847	-18.505569
-1.470834	0.562633	0.075510	1.576581	159.066835	87.254796	-26.066837	-25.708437	-18.505484
-0.419829	-0.012203	-0.001707	0.420010	-178.335145	90.232867	-25.987135	-25.705647	-18.505116
0.135702	-0.389706	-0.177589	0.449248	-70.801117	113.284918	-25.995653	-25.706596	-18.504755
0.985085	-0.983845	-0.010287	1.392282	-44.963936	90.423325	-26.009396	-25.710375	-18.504812
2.130465	-1.206916	-0.102518	2.450722	-29.531701	92.397475	-25.970188	-25.705933	-18.504873
2.190522	-1.391378	0.144147	2.599057	-32.422928	86.820680	-25.943630	-25.702290	-18.504215
3.990099	-1.846098	0.335043	4.409220	-24.828549	85.642066	-25.907320	-25.698444	-18.504471
4.712933	-1.994096	-0.059620	5.117784	-22.933785	90.667481	-30.119844	-27.418209	-18.504648
5.725329	-2.558207	0.287855	6.277474	-24.076177	87.371764	-29.850216	-27.291067	-18.505253
6.006312	-2.957160	-0.096083	6.695506	-26.212961	90.822243	-29.956648	-27.526085	-18.506336
6.885724	-3.036521	-0.181879	7.527731	-23.796902	91.384471	-29.290131	-27.141596	-18.506065
7.838062	-3.463358	-0.085358	8.569560	-23.838911	90.570713	-28.975775	-27.093775	-18.507454
8.760372	-4.366364	-0.113242	9.788875	-26.492682	90.662839	-28.611013	-26.982311	-18.509710
10.068765	-4.435001	-0.087503	11.002587	-23.772106	90.455677	-28.118402	-26.678318	-18.508835
11.072582	-4.960503	0.017597	12.132970	-24.132320	89.916901	-27.748205	-26.482689	-18.508965
11.919820	-5.123516	0.004728	12.974303	-23.259563	89.979122	-27.552057	-26.406092	-18.508698
13.725832	-5.799161	-0.145416	14.901338	-22.904049	90.559134	-27.116400	-26.173866	-18.507330
14.234175	-6.219563	0.062640	15.533789	-23.602721	89.768954	-27.058844	-26.191845	-18.507408
14.738228	-6.697877	0.154871	16.189531	-24.439711	89.451893	-26.955084	-26.149120	-18.507360
15.602625	-7.204075	0.324319	17.188537	-24.783809	88.918861	-26.769274	-26.057039	-18.506857
16.522790	-7.459319	0.126987	18.128987	-24.297101	89.598659	-26.683224	-26.026886	-18.506653
17.387188	-8.014850	0.107683	19.145854	-24.747953	89.677746	-26.569611	-25.965351	-18.505884
18.210832	-7.969807	0.075510	19.878580	-23.636159	89.782359	-26.475056	-25.935251	-18.506264
19.197489	-8.778437	0.223508	21.110531	-24.573199	89.393368	-26.384180	-25.874426	-18.505545
20.066176	-8.883537	0.204204	21.945623	-23.879548	89.466855	-26.320683	-25.854094	-18.506317
20.844778	-9.445503	-0.027446	22.884996	-24.376955	90.068715	-26.264790	-25.836119	-18.505611
21.970854	-9.790833	-0.379211	24.056655	-24.019103	90.903204	-26.176327	-25.790728	-18.505871
23.165567	-10.558710	-0.462862	25.462602	-24.503180	91.041586	-26.110367	-25.760620	-18.505239
24.319527	-10.981256	0.238523	26.684907	-24.301113	89.487856	-26.063765	-25.741861	-18.505051
25.198939	-11.185023	0.137712	27.570096	-23.934941	89.713808	-26.027023	-25.723953	-18.504637
26.207045	-11.637598	-0.126112	28.675055	-23.944271	90.251985	-25.974125	-25.696474	-18.505037
27.099326	-12.336838	0.365072	29.777581	-24.477172	89.297538	-25.955330	-25.690844	-18.504875
27.661292	-12.448373	-0.014576	30.333303	-24.229109	90.027533	-25.948195	-25.688772	-18.504412
28.405574	-12.765819	0.013307	31.142302	-24.199744	89.975517	-25.919704	-25.675852	-18.505116
29.671070	-13.076830	0.292145	32.426243	-23.784365	89.483785	-25.885782	-25.658186	-18.504755
30.844334	-13.572304	-0.226922	33.699137	-23.750735	90.385820	-25.872963	-25.654675	-18.505190
31.142476	-13.754621	-0.289125	34.045954	-23.829492	90.486572	-25.853340	-25.644373	-18.504709
32.096959	-14.037749	-0.111097	35.032635	-23.622379	90.181700	-25.838484	-25.638275	-18.505339
33.006400	-14.505338	-0.102518	36.053263	-23.724071	90.162921	-25.818878	-25.628527	-18.504734
34.235431	-15.215303	0.326464	37.465675	-23.961868	89.500737	-25.825048	-25.634808	-18.504599
34.773803	-15.745095	0.056205	38.172353	-24.360357	89.915637	-25.816095	-25.631149	-18.504438
35.174901	-16.122598	-0.083214	38.693911	-24.624600	90.123218	-25.812178	-25.632193	-18.504625

-36.818900	11.443745	-0.117532	38.556510	162.734143	90.174655	-25.753839	-25.590231	-18.504583
-36.803885	11.928494	0.101248	38.688825	162.041990	89.850057	-25.738537	-25.582251	-18.504503
-36.505743	11.973537	-0.027446	38.419209	161.841001	90.040931	-25.734146	-25.580339	-18.504456
-35.690678	11.574585	0.030467	37.520614	162.031980	89.953476	-25.750340	-25.585508	-18.504730
-34.637529	11.402992	0.086234	36.466342	161.777981	89.864509	-25.754156	-25.585917	-18.504877
-34.193533	11.051227	-0.349182	35.936740	162.089354	90.556727	-25.779308	-25.596603	-18.504744
-33.410642	10.392741	0.011162	34.989716	162.721130	89.981722	-25.794172	-25.603428	-18.504339
-32.387522	10.264046	0.187045	33.975538	162.415883	89.684569	-25.800184	-25.602591	-18.504911
-30.712350	9.884398	-0.068199	32.263825	162.159857	90.121112	-25.800793	-25.596678	-18.504576
-29.920879	9.839355	0.096959	31.497322	161.796768	89.823625	-25.815151	-25.598610	-18.505280
-29.208770	9.702081	0.146292	30.778304	161.625407	89.727668	-25.819645	-25.600370	-18.505663
-28.404430	9.309563	0.255682	29.892222	161.853423	89.509917	-25.828449	-25.599251	-18.505335
-27.692321	8.719713	0.028322	29.032720	162.521911	89.944107	-25.868099	-25.613949	-18.505159
-26.021438	8.584584	-0.038170	27.400945	161.742055	90.079815	-25.870090	-25.606413	-18.505476
-25.021912	8.367949	-0.042460	26.384094	161.508785	90.092207	-25.928198	-25.627937	-18.505463
-24.284064	7.960416	-0.214053	25.556404	161.850642	90.479898	-25.951193	-25.632555	-18.505341
-23.385348	7.591492	-0.151851	24.587157	162.015221	90.353862	-25.950523	-25.618582	-18.505802
-22.786919	7.604362	-0.063909	24.022366	161.545315	90.152430	-25.948517	-25.620785	-18.505268
-21.950405	7.061700	0.077655	23.058489	162.166413	89.807044	-26.034498	-25.644617	-18.505320
-20.925139	6.922282	0.249247	22.041814	161.695179	89.352090	-26.015406	-25.622812	-18.505903
-20.099350	6.375330	0.202059	21.087189	162.401448	89.450979	-26.120613	-25.654291	-18.505745
-19.314314	6.165129	0.028322	20.274426	162.296916	89.919963	-26.131714	-25.642433	-18.505657
-17.911545	5.922755	-0.248371	18.867013	161.702659	90.754282	-26.171883	-25.634083	-18.506226
-16.858396	5.616033	-0.036026	17.769261	161.575550	90.116162	-26.174992	-25.625193	-18.505592
-15.863159	5.307167	0.266406	16.729519	161.501859	89.087565	-26.253359	-25.627771	-18.505634
-14.998762	4.820273	0.047626	15.754369	162.183735	89.826793	-26.456709	-25.674000	-18.506559
-14.385318	4.863171	0.019742	15.185131	161.321411	89.925510	-26.519070	-25.679193	-18.506666
-13.379357	4.556449	0.382231	14.139113	161.193305	88.450899	-26.521139	-25.664896	-18.507208
-12.150325	4.211119	0.253537	12.861890	160.884456	88.870498	-26.739569	-25.701935	-18.506792
-11.015669	3.563357	0.264261	11.580688	162.074603	88.692446	-26.997389	-25.756676	-18.506884
-9.726580	3.153680	0.103393	10.225593	162.035586	89.420659	-26.954977	-25.737709	-18.507065
-9.098123	3.164405	0.019742	9.632740	160.821890	89.882574	-26.677608	-25.691471	-18.507284
-8.654127	2.688235	0.075510	9.062352	162.743615	89.522593	-26.805603	-25.726072	-18.506424
-7.894830	2.340760	-0.134691	8.235632	163.485288	90.937097	-26.716179	-25.724258	-18.506840
-6.781623	2.229225	-0.224777	7.142155	161.803500	91.803506	-26.573601	-25.724472	-18.506481
-5.837864	1.997575	0.204204	6.173546	161.110300	88.104466	-26.272661	-25.697454	-18.506435
-4.132663	1.274742	-0.096083	4.325864	162.857347	91.272717	-26.189039	-25.700720	-18.506609
-3.677943	0.892948	-0.121822	3.786748	166.353501	91.843556	-26.202263	-25.711018	-18.506218
-2.676271	0.727790	-0.085358	2.774778	164.786772	91.762825	-26.088787	-25.697927	-18.506247
-2.073553	0.472546	-0.235502	2.139715	167.161989	96.318904	-26.047363	-25.697018	-18.505894
-0.769449	0.330983	0.135567	0.848516	156.724789	80.806485	-25.902931	-25.698896	-18.505716
0.390945	-0.301765	-0.074634	0.499470	-37.664014	98.593666	-25.896309	-25.694901	-18.504551
1.257488	-0.374692	-0.282690	1.342231	-16.592399	102.158218	-25.894035	-25.692762	-18.504984
1.609253	-0.466923	0.240667	1.692818	-16.180025	81.826581	-25.853033	-25.697519	-18.504728
2.733184	-1.026743	-0.130401	2.922585	-20.589111	92.557303	-25.843019	-25.697340	-18.504572
3.541814	-1.526507	-0.171155	3.860565	-23.315839	92.540990	-25.879984	-25.691946	-18.504322
5.551591	-1.869692	0.294290	5.865366	-18.612746	87.124022	-29.645679	-27.124548	-18.505150
5.843299	-1.809634	-0.160430	6.119204	-17.207439	91.502324	-29.591980	-27.111320	-18.505272
6.591871	-2.176414	-0.036026	6.941962	-18.271481	90.297340	-29.440006	-27.107851	-18.505846
7.670759	-2.759828	-0.098228	8.152720	-19.787997	90.690343	-28.799627	-26.772354	-18.505922
9.060659	-3.094434	0.298580	9.579155	-18.856274	88.213815	-28.231737	-26.512505	-18.507515
9.774913	-3.351823	-0.087503	10.333988	-18.926867	90.485159	-28.006042	-26.420570	-18.508289
10.705803	-3.499821	0.154871	11.264411	-18.103024	89.212232	-27.608856	-26.224697	-18.507603
12.537553	-3.684283	-0.158285	13.068636	-16.375943	90.693974	-26.992397	-25.941156	-18.506474
12.625494	-4.055352	-0.138981	13.261535	-17.807196	90.600472	-26.857119	-25.906921	-18.506393
13.779454	-4.563695	0.120553	14.516033	-18.324645	89.524165	-26.713863	-25.873045	-18.506500
14.721068	-4.567985	0.079799	15.413718	-17.239249	89.703369	-26.470785	-25.757988	-18.506454
15.336657	-5.102067	0.302870	16.165885	-18.400807	88.926494	-26.429272	-25.769852	-18.505983
16.057345	-5.307978	-0.325588	16.915052	-18.292018	91.102921	-26.370901	-25.752724	-18.506130
17.129799	-5.807741	-0.027446	18.087582	-18.728876	90.086940	-26.186232	-25.681931	-18.505836
18.382425	-5.827045	0.122698	19.284269	-17.588095	89.635449	-26.080896	-25.648249	-18.505573
19.225373	-6.039391	-0.229067	20.152957	-17.439406	90.651262	-25.975674	-25.615498	-18.505898
20.808314	-7.041062	-0.196894	21.968188	-18.694655	90.513530	-25.923742	-25.607656	-18.505301
21.005646	-6.925237	-0.417819	22.121723	-18.246591	91.082225	-25.880808	-25.596014	-18.505648
21.996593	-7.259843	-0.108952	23.163922	-18.265162	90.269494	-25.843676	-25.588797	-18.505030
22.794498	-7.658796	-0.445703	24.050882	-18.571997	91.061847	-25.809505	-25.582146	-18.505844
24.538307	-8.085632	0.206349	25.836961	-18.237599	89.542398	-25.762043	-25.571400	-18.505428
25.115287	-8.040589	-0.078924	26.371101	-17.752322	90.171476	-25.738396	-25.567795	-18.505503
25.900323	-8.210037	-0.078924	27.170530	-17.587880	90.166430	-25.719872	-25.565237	-18.506123
26.775445	-8.898552	0.041191	28.215428	-18.383712	89.916355	-25.717815	-25.565619	-18.505705
27.562626	-9.196694	0.335043	29.058386	-18.452069	89.339365	-25.714159	-25.565310	-18.506001
29.098379	-9.273911	0.307160	30.542028	-17.677540	89.423770	-25.690983	-25.562397	-18.505186
30.441091	-9.732921	0.257827	31.960229	-17.730621	89.537784	-25.697033	-25.562035	-18.505360
31.271170	-10.166192	-0.040315	32.882201	-18.009235	90.070248	-25.681576	-25.560381	-18.504704
31.584327	-10.500797	-0.091793	33.284303	-18.390347	90.158013	-25.683531	-25.559359	-18.505571
32.573129	-10.700274	0.034756	34.285650	-18.185353	89.941918	-25.679188	-25.558100	-18.504604
33.330281	-10.803229	0.026177	35.037381	-17.958886	89.957194	-25.675968	-25.557461	-18.505505
34.494965	-11.302992	0.174175	36.300008	-18.142459	89.725081	-25.667202	-25.556576	-18.505661
35.526665	-11.742698	-0.449993	37.419746	-18.290371	90.689029	-25.663258	-25.557331	-18.505386
36.768566	-12.156665	0.124842	38.726316	-18.295259	89.815295	-25.659695	-25.556293	-18.505545
37.339112	-12.186694	-0.102518	39.277669	-18.075584	90.149546	-25.652966	-25.557476	-18.505793

-37.829151	8.018329	-0.033881	38.669618	168.032617	90.050200	-25.948717	-25.725899	-18.505466
